SpaceType,Type,MajorCategory,MinorCategory,Status
ENTIRE APARTMENT,EMERGENCY,SAFETY,CARBON MONOXIDE DETECTOR,CLOSE
ENTIRE APARTMENT,EMERGENCY,DOOR/WINDOW,WINDOW FRAME,OPEN
BATHROOM,EMERGENCY,UNSANITARY CONDITION,MOLD,CLOSE
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
BATHROOM,EMERGENCY,PAINT/PLASTER,CEILING,CLOSE
BATHROOM,EMERGENCY,GENERAL,CABINET,OPEN
BEDROOM,NON EMERGENCY,WATER LEAK,SLOW LEAK,CLOSE
BEDROOM,EMERGENCY,PAINT/PLASTER,CEILING,CLOSE
KITCHEN,EMERGENCY,APPLIANCE,ELECTRIC/GAS RANGE,CLOSE
BATHROOM,NON EMERGENCY,PAINT/PLASTER,CEILING,CLOSE
ENTIRE APARTMENT,NON EMERGENCY,FLOORING/STAIRS,FLOOR,CLOSE
LIVING ROOM,NON EMERGENCY,PAINT/PLASTER,WALL,CLOSE
HALLWAY,IMMEDIATE EMERGENCY,PAINT/PLASTER,CEILING,CLOSE
ENTIRE APARTMENT,NON EMERGENCY,FLOORING/STAIRS,FLOOR,CLOSE
HALLWAY,EMERGENCY,WATER LEAK,HEAVY FLOW,CLOSE
ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
BEDROOM,EMERGENCY,DOOR/WINDOW,DOOR,CLOSE
BATHROOM,NON EMERGENCY,PLUMBING,BASIN/SINK,CLOSE
BATHROOM,NON EMERGENCY,PLUMBING,WATER SUPPLY,OPEN
ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
BATHROOM,EMERGENCY,UNSANITARY CONDITION,SEWAGE,CLOSE
BUILDING-WIDE,NON EMERGENCY,GENERAL,SIGNAGE MISSING,CLOSE
LIVING ROOM,NON EMERGENCY,FLOORING/STAIRS,FLOOR,CLOSE
LIVING ROOM,EMERGENCY,DOOR/WINDOW,WINDOW FRAME,OPEN
OTHER ROOM/AREA,NON EMERGENCY,UNSANITARY CONDITION,PESTS,CLOSE
BATHROOM,NON EMERGENCY,ELECTRIC,LIGHTING,CLOSE
KITCHEN,NON EMERGENCY,PAINT/PLASTER,WALL,OPEN
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
OTHER ROOM/AREA,NON EMERGENCY,PAINT/PLASTER,WALL,OPEN
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
ROOF,EMERGENCY,OUTSIDE BUILDING,SKYLIGHT,OPEN
ROOF,EMERGENCY,OUTSIDE BUILDING,ROOF DOOR/HATCH,CLOSE
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
KITCHEN,NON EMERGENCY,UNSANITARY CONDITION,PESTS,CLOSE
ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,APARTMENT ONLY,CLOSE
KITCHEN,NON EMERGENCY,GENERAL,CABINET,CLOSE
LIVING ROOM,NON EMERGENCY,PAINT/PLASTER,WALL,OPEN
BEDROOM,EMERGENCY,DOOR/WINDOW,WINDOW PANE,OPEN
BATHROOM,EMERGENCY,UNSANITARY CONDITION,MOLD,CLOSE
BATHROOM,NON EMERGENCY,PLUMBING,TOILET,CLOSE
ENTRANCE/FOYER,EMERGENCY,DOOR/WINDOW,DOOR,CLOSE
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
BEDROOM,IMMEDIATE EMERGENCY,PAINT/PLASTER,CEILING,OPEN
BATHROOM,NON EMERGENCY,PAINT/PLASTER,WALL,CLOSE
BATHROOM,EMERGENCY,UNSANITARY CONDITION,MOLD,CLOSE
BATHROOM,NON EMERGENCY,WATER LEAK,SLOW LEAK,OPEN
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
BEDROOM,NON EMERGENCY,WATER LEAK,SLOW LEAK,CLOSE
KITCHEN,NON EMERGENCY,GENERAL,CABINET,CLOSE
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
KITCHEN,NON EMERGENCY,APPLIANCE,ELECTRIC/GAS RANGE,CLOSE
OTHER ROOM/AREA,NON EMERGENCY,UNSANITARY CONDITION,PESTS,CLOSE
ENTIRE APARTMENT,EMERGENCY,UNSANITARY CONDITION,PESTS,CLOSE
BATHROOM,EMERGENCY,WATER LEAK,HEAVY FLOW,OPEN
BUILDING-WIDE,IMMEDIATE EMERGENCY,PLUMBING,WATER SUPPLY,OPEN
ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,APARTMENT ONLY,CLOSE
KITCHEN,NON EMERGENCY,PAINT/PLASTER,CEILING,OPEN
KITCHEN,NON EMERGENCY,WATER LEAK,SLOW LEAK,CLOSE
BUILDING ENTRANCE,NON EMERGENCY,GENERAL,MAILBOX,OPEN
BATHROOM,EMERGENCY,PAINT/PLASTER,CEILING,OPEN
BATHROOM,EMERGENCY,DOOR/WINDOW,DOOR,OPEN
BATHROOM,NON EMERGENCY,GENERAL,CABINET,CLOSE
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
BATHROOM,NON EMERGENCY,PLUMBING,WATER SUPPLY,CLOSE
ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,CLOSE
BATHROOM,EMERGENCY,FLOORING/STAIRS,FLOOR,OPEN
BATHROOM,EMERGENCY,PAINT/PLASTER,CEILING,CLOSE
KITCHEN,NON EMERGENCY,PLUMBING,BASIN/SINK,OPEN
BUILDING ENTRANCE,EMERGENCY,WATER LEAK,HEAVY FLOW,OPEN
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
ENTRANCE/FOYER,EMERGENCY,DOOR/WINDOW,DOOR,OPEN
BATHROOM,IMMEDIATE EMERGENCY,PAINT/PLASTER,WALL,CLOSE
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
ROOF,EMERGENCY,OUTSIDE BUILDING,ROOFING,OPEN
BATHROOM,EMERGENCY,UNSANITARY CONDITION,MOLD,OPEN
BUILDING-WIDE,NON EMERGENCY,GENERAL,SIGNAGE MISSING,CLOSE
ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,APARTMENT ONLY,CLOSE
ROOF,NON EMERGENCY,OUTSIDE BUILDING,GUTTER/LEADER,OPEN
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
BATHROOM,IMMEDIATE EMERGENCY,PAINT/PLASTER,CEILING,CLOSE
KITCHEN,NON EMERGENCY,PLUMBING,BASIN/SINK,CLOSE
KITCHEN,EMERGENCY,PLUMBING,BASIN/SINK,CLOSE
LIVING ROOM,EMERGENCY,ELECTRIC,WIRING,CLOSE
BEDROOM,IMMEDIATE EMERGENCY,PAINT/PLASTER,CEILING,CLOSE
BATHROOM,EMERGENCY,WATER LEAK,HEAVY FLOW,OPEN
ENTIRE APARTMENT,NON EMERGENCY,PAINT/PLASTER,WALL,CLOSE
OTHER ROOM/AREA,NON EMERGENCY,UNSANITARY CONDITION,PESTS,CLOSE
ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,APARTMENT ONLY,CLOSE
KITCHEN,NON EMERGENCY,WATER LEAK,SLOW LEAK,OPEN
BATHROOM,EMERGENCY,PLUMBING,BASIN/SINK,CLOSE
BEDROOM,EMERGENCY,WATER LEAK,HEAVY FLOW,CLOSE
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
BEDROOM,EMERGENCY,UNSANITARY CONDITION,MOLD,CLOSE
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
BATHROOM,NON EMERGENCY,WATER LEAK,SLOW LEAK,OPEN
BATHROOM,EMERGENCY,UNSANITARY CONDITION,MOLD,OPEN
BATHROOM,EMERGENCY,DOOR/WINDOW,DOOR,CLOSE
ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
LIVING ROOM,NON EMERGENCY,WATER LEAK,DAMP SPOT,CLOSE
ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,APARTMENT ONLY,CLOSE
ENTIRE APARTMENT,EMERGENCY,ELECTRIC,NO LIGHTING,CLOSE
ENTRANCE/FOYER,EMERGENCY,DOOR/WINDOW,DOOR,OPEN
KITCHEN,EMERGENCY,PLUMBING,BASIN/SINK,CLOSE
PRIVATE HALL,NON EMERGENCY,PAINT/PLASTER,WALL,OPEN
ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,APARTMENT ONLY,CLOSE
BATHROOM,IMMEDIATE EMERGENCY,PAINT/PLASTER,CEILING,CLOSE
KITCHEN,NON EMERGENCY,GENERAL,CABINET,CLOSE
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
BEDROOM,EMERGENCY,DOOR/WINDOW,WINDOW PANE,OPEN
ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,OPEN
ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,APARTMENT ONLY,CLOSE
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
OTHER ROOM/AREA,NON EMERGENCY,FLOORING/STAIRS,FLOOR,OPEN
ENTIRE APARTMENT,EMERGENCY,ELECTRIC,NO LIGHTING,CLOSE
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,OPEN
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
LIVING ROOM,NON EMERGENCY,WATER LEAK,SLOW LEAK,OPEN
KITCHEN,NON EMERGENCY,APPLIANCE,ELECTRIC/GAS RANGE,OPEN
ENTIRE APARTMENT,EMERGENCY,SAFETY,CARBON MONOXIDE DETECTOR,CLOSE
ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,APARTMENT ONLY,CLOSE
KITCHEN,NON EMERGENCY,GENERAL,CABINET,CLOSE
BATHROOM,EMERGENCY,DOOR/WINDOW,DOOR,OPEN
BATHROOM,EMERGENCY,PLUMBING,TOILET,OPEN
ENTIRE APARTMENT,EMERGENCY,FLOORING/STAIRS,FLOOR,OPEN
BATHROOM,IMMEDIATE EMERGENCY,PAINT/PLASTER,CEILING,CLOSE
ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
BEDROOM,NON EMERGENCY,PAINT/PLASTER,WALL,OPEN
ENTIRE APARTMENT,EMERGENCY,FLOORING/STAIRS,FLOOR,CLOSE
BATHROOM,NON EMERGENCY,PAINT/PLASTER,WALL,OPEN
KITCHEN,NON EMERGENCY,APPLIANCE,ELECTRIC/GAS RANGE,CLOSE
LIVING ROOM,NON EMERGENCY,PAINT/PLASTER,WALL,OPEN
ENTIRE APARTMENT,IMMEDIATE EMERGENCY,PAINT/PLASTER,CEILING,CLOSE
ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,APARTMENT ONLY,CLOSE
ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,CLOSE
BEDROOM,EMERGENCY,SAFETY,FIRE ESCAPE,OPEN
ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,APARTMENT ONLY,CLOSE
ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
BATHROOM,EMERGENCY,PLUMBING,BASIN/SINK,CLOSE
LIVING ROOM,EMERGENCY,UNSANITARY CONDITION,MOLD,OPEN
ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,APARTMENT ONLY,CLOSE
ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,CLOSE
BEDROOM,EMERGENCY,PLUMBING,RADIATOR,OPEN
BEDROOM,NON EMERGENCY,PAINT/PLASTER,RADIATOR,OPEN
BATHROOM,EMERGENCY,PLUMBING,BATHTUB/SHOWER,OPEN
KITCHEN,NON EMERGENCY,PAINT/PLASTER,WALL,CLOSE
ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
BATHROOM,EMERGENCY,PLUMBING,BATHTUB/SHOWER,CLOSE
ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,APARTMENT ONLY,CLOSE
BATHROOM,NON EMERGENCY,PLUMBING,BATHTUB/SHOWER,OPEN
LIVING ROOM,NON EMERGENCY,PAINT/PLASTER,RADIATOR,OPEN
BEDROOM,EMERGENCY,UNSANITARY CONDITION,MOLD,OPEN
PRIVATE HALL,NON EMERGENCY,PAINT/PLASTER,WALL,CLOSE
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
HALLWAY,EMERGENCY,SAFETY,WINDOW GUARD BROKEN/MISSING,OPEN
KITCHEN,NON EMERGENCY,ELECTRIC,LIGHTING,OPEN
ENTIRE APARTMENT,EMERGENCY,UNSANITARY CONDITION,PESTS,CLOSE
PRIVATE HALL,NON EMERGENCY,PAINT/PLASTER,WALL,OPEN
ENTIRE APARTMENT,EMERGENCY,ELECTRIC,NO LIGHTING,CLOSE
BUILDING ENTRANCE,EMERGENCY,WATER LEAK,HEAVY FLOW,CLOSE
ENTIRE APARTMENT,EMERGENCY,DOOR/WINDOW,WINDOW FRAME,CLOSE
ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,APARTMENT ONLY,CLOSE
KITCHEN,NON EMERGENCY,WATER LEAK,DAMP SPOT,CLOSE
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
BATHROOM,EMERGENCY,UNSANITARY CONDITION,MOLD,OPEN
KITCHEN,NON EMERGENCY,FLOORING/STAIRS,FLOOR,CLOSE
ENTRANCE/FOYER,NON EMERGENCY,GENERAL,BELL/BUZZER/INTERCOM,OPEN
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
BEDROOM,EMERGENCY,ELECTRIC,WIRING,CLOSE
LIVING ROOM,EMERGENCY,DOOR/WINDOW,WINDOW PANE,CLOSE
LIVING ROOM,EMERGENCY,ELECTRIC,NO LIGHTING,CLOSE
BATHROOM,NON EMERGENCY,WATER LEAK,SLOW LEAK,OPEN
BASEMENT,NON EMERGENCY,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,OPEN
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,APARTMENT ONLY,OPEN
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,APARTMENT ONLY,CLOSE
BATHROOM,NON EMERGENCY,PAINT/PLASTER,CEILING,OPEN
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,OPEN
KITCHEN,NON EMERGENCY,ELECTRIC,OUTLET/SWITCH,OPEN
KITCHEN,NON EMERGENCY,PAINT/PLASTER,WALL,OPEN
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
BATHROOM,NON EMERGENCY,PLUMBING,BATHTUB/SHOWER,OPEN
BATHROOM,EMERGENCY,PLUMBING,TOILET,OPEN
ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,CLOSE
KITCHEN,NON EMERGENCY,PLUMBING,BASIN/SINK,CLOSE
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
KITCHEN,EMERGENCY,PLUMBING,BASIN/SINK,CLOSE
BEDROOM,EMERGENCY,FLOORING/STAIRS,FLOOR,OPEN
LIVING ROOM,NON EMERGENCY,PAINT/PLASTER,CEILING,OPEN
BATHROOM,NON EMERGENCY,PAINT/PLASTER,WALL,CLOSE
LIVING ROOM,EMERGENCY,PAINT/PLASTER,CEILING,CLOSE
BEDROOM,NON EMERGENCY,WATER LEAK,SLOW LEAK,CLOSE
BEDROOM,IMMEDIATE EMERGENCY,PAINT/PLASTER,CEILING,CLOSE
BATHROOM,EMERGENCY,UNSANITARY CONDITION,MOLD,CLOSE
BATHROOM,EMERGENCY,WATER LEAK,HEAVY FLOW,CLOSE
BEDROOM,EMERGENCY,PAINT/PLASTER,CEILING,CLOSE
BATHROOM,EMERGENCY,PLUMBING,BASIN/SINK,OPEN
BATHROOM,EMERGENCY,PAINT/PLASTER,CEILING,CLOSE
ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
KITCHEN,NON EMERGENCY,GENERAL,CABINET,CLOSE
BATHROOM,NON EMERGENCY,GENERAL,CABINET,CLOSE
LIVING ROOM,EMERGENCY,FLOORING/STAIRS,FLOOR,CLOSE
BEDROOM,NON EMERGENCY,PAINT/PLASTER,WALL,CLOSE
BATHROOM,EMERGENCY,PAINT/PLASTER,CEILING,CLOSE
LIVING ROOM,NON EMERGENCY,WATER LEAK,DAMP SPOT,OPEN
ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,APARTMENT ONLY,CLOSE
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
KITCHEN,NON EMERGENCY,PAINT/PLASTER,WALL,OPEN
ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,APARTMENT ONLY,CLOSE
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,CLOSE
ENTIRE APARTMENT,EMERGENCY,SAFETY,WINDOW GUARD BROKEN/MISSING,OPEN
LOBBY,NON EMERGENCY,DOOR/WINDOW,DOOR FRAME,CLOSE
OTHER ROOM/AREA,NON EMERGENCY,PAINT/PLASTER,DOOR/FRAME,OPEN
KITCHEN,NON EMERGENCY,PAINT/PLASTER,WALL,CLOSE
YARD,NON EMERGENCY,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,CLOSE
KITCHEN,EMERGENCY,PLUMBING,BASIN/SINK,CLOSE
BEDROOM,NON EMERGENCY,PAINT/PLASTER,CEILING,OPEN
BATHROOM,NON EMERGENCY,PAINT/PLASTER,DOOR/FRAME,OPEN
ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,APARTMENT ONLY,CLOSE
BEDROOM,NON EMERGENCY,PAINT/PLASTER,WALL,OPEN
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
KITCHEN,EMERGENCY,UNSANITARY CONDITION,MOLD,CLOSE
ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
LIVING ROOM,NON EMERGENCY,PAINT/PLASTER,CEILING,OPEN
ENTRANCE/FOYER,EMERGENCY,DOOR/WINDOW,DOOR,OPEN
KITCHEN,NON EMERGENCY,PAINT/PLASTER,CEILING,OPEN
ENTRANCE/FOYER,EMERGENCY,DOOR/WINDOW,DOOR,CLOSE
BATHROOM,NON EMERGENCY,PLUMBING,BATHTUB/SHOWER,CLOSE
LOBBY,NON EMERGENCY,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,CLOSE
ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
KITCHEN,NON EMERGENCY,APPLIANCE,REFRIGERATOR,CLOSE
ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,APARTMENT ONLY,OPEN
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
BUILDING-WIDE,NON EMERGENCY,GENERAL,SIGNAGE MISSING,CLOSE
KITCHEN,NON EMERGENCY,WATER LEAK,SLOW LEAK,OPEN
BATHROOM,NON EMERGENCY,PAINT/PLASTER,WALL,CLOSE
BATHROOM,EMERGENCY,UNSANITARY CONDITION,MOLD,CLOSE
ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,APARTMENT ONLY,CLOSE
ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,CLOSE
HALLWAY,NON EMERGENCY,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,OPEN
BATHROOM,NON EMERGENCY,PLUMBING,BATHTUB/SHOWER,CLOSE
KITCHEN,EMERGENCY,UNSANITARY CONDITION,MOLD,OPEN
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,OPEN
BATHROOM,EMERGENCY,UNSANITARY CONDITION,MOLD,OPEN
PRIVATE HALL,EMERGENCY,DOOR/WINDOW,DOOR,OPEN
LIVING ROOM,EMERGENCY,DOOR/WINDOW,WINDOW PANE,CLOSE
ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,CLOSE
ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,OPEN
ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,CLOSE
ENTIRE APARTMENT,NON EMERGENCY,FLOORING/STAIRS,FLOOR,OPEN
HALLWAY,NON EMERGENCY,WATER LEAK,SLOW LEAK,OPEN
BATHROOM,EMERGENCY,DOOR/WINDOW,DOOR,CLOSE
BATHROOM,IMMEDIATE EMERGENCY,PAINT/PLASTER,CEILING,OPEN
KITCHEN,EMERGENCY,ELECTRIC,WIRING,CLOSE
BATHROOM,NON EMERGENCY,WATER LEAK,SLOW LEAK,OPEN
BEDROOM,EMERGENCY,DOOR/WINDOW,WINDOW FRAME,CLOSE
KITCHEN,EMERGENCY,GENERAL,CABINET,CLOSE
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
KITCHEN,EMERGENCY,APPLIANCE,ELECTRIC/GAS RANGE,CLOSE
ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,OPEN
PRIVATE HALL,EMERGENCY,UNSANITARY CONDITION,MOLD,CLOSE
ENTIRE APARTMENT,NON EMERGENCY,PAINT/PLASTER,CEILING,CLOSE
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
BEDROOM,IMMEDIATE EMERGENCY,PLUMBING,RADIATOR,CLOSE
KITCHEN,IMMEDIATE EMERGENCY,PAINT/PLASTER,CEILING,OPEN
ENTRANCE/FOYER,NON EMERGENCY,PAINT/PLASTER,WALL,OPEN
KITCHEN,NON EMERGENCY,GENERAL,CABINET,CLOSE
BEDROOM,NON EMERGENCY,PAINT/PLASTER,DOOR/FRAME,OPEN
BEDROOM,NON EMERGENCY,WATER LEAK,SLOW LEAK,CLOSE
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
KITCHEN,EMERGENCY,FLOORING/STAIRS,FLOOR,OPEN
BEDROOM,NON EMERGENCY,PAINT/PLASTER,CEILING,CLOSE
ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,CLOSE
ENTRANCE/FOYER,EMERGENCY,DOOR/WINDOW,DOOR,OPEN
HALLWAY,NON EMERGENCY,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,OPEN
ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,APARTMENT ONLY,CLOSE
BEDROOM,IMMEDIATE EMERGENCY,PAINT/PLASTER,CEILING,CLOSE
BEDROOM,NON EMERGENCY,WATER LEAK,DAMP SPOT,CLOSE
ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,APARTMENT ONLY,CLOSE
ENTIRE APARTMENT,NON EMERGENCY,PAINT/PLASTER,WALL,CLOSE
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,APARTMENT ONLY,OPEN
KITCHEN,NON EMERGENCY,APPLIANCE,REFRIGERATOR,OPEN
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,OPEN
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
BATHROOM,NON EMERGENCY,PAINT/PLASTER,WALL,OPEN
KITCHEN,EMERGENCY,PLUMBING,BASIN/SINK,OPEN
ENTIRE APARTMENT,NON EMERGENCY,UNSANITARY CONDITION,PESTS,OPEN
BEDROOM,NON EMERGENCY,DOOR/WINDOW,WINDOW FRAME,OPEN
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
ENTIRE APARTMENT,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,OPEN
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
ENTIRE APARTMENT,NON EMERGENCY,FLOORING/STAIRS,FLOOR,OPEN
KITCHEN,EMERGENCY,UNSANITARY CONDITION,MOLD,OPEN
ENTRANCE/FOYER,NON EMERGENCY,GENERAL,BELL/BUZZER/INTERCOM,OPEN
ENTIRE APARTMENT,EMERGENCY,UNSANITARY CONDITION,PESTS,OPEN
BUILDING-WIDE,EMERGENCY,HEAT/HOT WATER,ENTIRE BUILDING,CLOSE
KITCHEN,NON EMERGENCY,FLOORING/STAIRS,FLOOR,OPEN
BATHROOM,EMERGENCY,DOOR/WINDOW,WINDOW PANE,OPEN
KITCHEN,NON EMERGENCY,FLOORING/STAIRS,FLOOR,OPEN
LIVING ROOM,EMERGENCY,ELECTRIC,WIRING,OPEN
KITCHEN,NON EMERGENCY,PAINT/PLASTER,WALL,OPEN
